eventid,nhostkid,nhours,ndays,hostkidoutcome_txt,nreleased
201501060068,1.0,,154.0,Hostage(s) released by perpetrators,1.0
201501070001,11.0,1.0,,Combination,1.0
201501070008,3.0,,,,
201501070022,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501070045,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201501070056,300.0,,,Combination,
201501070057,243.0,,,Combination,192.0
201501080050,,,,Hostage(s) released by perpetrators,
201501080069,9.0,,,,
201501080078,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501090001,1.0,8.0,,Successful Rescue,1.0
201501090002,19.0,5.0,,Combination,15.0
201501090014,8.0,,1.0,Hostage(s) released by perpetrators,8.0
201501090085,130.0,,6.0,Hostage(s) released by perpetrators,130.0
201501090096,1.0,,419.0,Hostage(s) released by perpetrators,1.0
201501100010,1.0,,5.0,Hostage(s) released by perpetrators,1.0
201501100030,2.0,,,,
201501100051,1.0,,,,
201501100080,12.0,,3.0,Combination,10.0
201501110003,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201501110016,2.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201501120063,2.0,,,,
201501130002,5.0,,,,
201501140021,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501140053,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201501140054,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201501140060,3.0,,5.0,Hostage(s) released by perpetrators,3.0
201501140084,1.0,,22.0,Hostage(s) released by perpetrators,1.0
201501150006,3.0,,,,
201501150039,3.0,1.0,,Successful Rescue,3.0
201501150105,1.0,,,Hostage(s) released by perpetrators,1.0
201501160037,,,,Hostage(s) released by perpetrators,
201501160065,10.0,,,,
201501160066,3.0,,,,
201501170007,5.0,,,,
201501170008,5.0,,,,
201501170009,5.0,,,,
201501170010,5.0,,,,
201501170011,4.0,,,,
201501170022,3.0,,13.0,Hostage(s) released by perpetrators,3.0
201501170040,5.0,,11.0,Hostage(s) released by perpetrators,5.0
201501180043,40.0,,,Combination,12.0
201501180044,40.0,,,Combination,12.0
201501190011,2.0,,,,
201501190028,2.0,,4.0,Hostage(s) released by perpetrators,2.0
201501190036,1.0,,69.0,Hostage(s) killed (not during rescue attempt),0.0
201501190064,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201501200022,1.0,,,,
201501200037,1.0,,,Hostage(s) released by perpetrators,1.0
201501200054,16.0,,,,
201501200055,3.0,,,Combination,
201501200057,1.0,,,,
201501200058,2.0,,2.0,Hostage(s) released by perpetrators,2.0
201501210002,1.0,,,,
201501210010,4.0,,,,
201501220026,3.0,,,,
201501220056,14.0,,2.0,Combination,13.0
201501230035,100.0,,,Hostage(s) released by perpetrators,100.0
201501230036,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501230070,3.0,,,,
201501240009,3.0,,10.0,Combination,3.0
201501240012,,,,,
201501240013,,,,,
201501240014,,,,,
201501240015,,,,,
201501240016,,,,,
201501240017,,,,,
201501240069,5.0,,,,
201501240080,2.0,,,,
201501240111,1.0,,298.0,Hostage(s) killed (not during rescue attempt),0.0
201501250010,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201501250025,3.0,1.0,,Hostage(s) released by perpetrators,3.0
201501250030,1.0,,17.0,Hostage(s) released by perpetrators,1.0
201501250031,8.0,,1.0,Hostage(s) released by perpetrators,8.0
201501250042,51.0,3.0,,Hostage(s) released by perpetrators,51.0
201501250055,10.0,,,,
201501250061,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201501260028,14.0,,4.0,Hostage(s) released by perpetrators,14.0
201501260033,1.0,,1.0,Hostage(s) escaped (not during rescue attempt),1.0
201501260040,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201501260050,,,,Combination,
201501260052,7.0,,,,
201501260053,7.0,,,,
201501260054,7.0,,,,
201501260055,6.0,,,,
201501270004,7.0,,1.0,Hostage(s) released by perpetrators,7.0
201501270005,,,,Combination,
201501270010,42.0,,,,
201501270045,30.0,,,,
201501280001,,,,Hostage(s) released by perpetrators,
201501280015,,,,,
201501280023,,,,Hostage(s) released by perpetrators,
201501280024,6.0,,4.0,Hostage(s) released by perpetrators,6.0
201501290022,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501290025,1.0,,,,
201501290072,3.0,,,Combination,2.0
201501300028,1.0,,6.0,Hostage(s) released by perpetrators,1.0
201501300044,1.0,4.0,,Hostage(s) released by perpetrators,1.0
201501300070,1.0,,,Hostage(s) released by perpetrators,1.0
201501300103,6.0,10.0,,Combination,4.0
201501300105,4.0,,28.0,Combination,3.0
201501310005,4.0,,,Combination,1.0
201501310013,2.0,,,,
201501310028,15.0,,,Successful Rescue,15.0
201501310032,1.0,,,,
201501310039,63.0,,,,
201501310040,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501310094,20.0,,,Hostage(s) released by perpetrators,20.0
201502010006,,,,,
201502010116,2.0,,,,
201502010118,1.0,,14.0,Hostage(s) released by perpetrators,1.0
201502010128,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201502010137,4.0,,,Hostage(s) released by perpetrators,4.0
201502020011,6.0,,4.0,Hostage(s) released by perpetrators,6.0
201502020039,1.0,,,,
201502020047,22.0,,7.0,Hostage(s) released by perpetrators,22.0
201502030027,5.0,,,,
201502030086,1.0,,,,
201502030094,1.0,8.0,,Hostage(s) released by perpetrators,1.0
201502030103,1.0,,,,
201502040015,2.0,,,,
201502040016,16.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502040023,4.0,,,Hostage(s) released by perpetrators,4.0
201502040025,9.0,,,,
201502040089,7.0,,4.0,Hostage(s) released by perpetrators,7.0
201502040105,1.0,,,Hostage(s) released by perpetrators,1.0
201502050032,2.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201502050072,5.0,,,,
201502050073,3.0,,,,
201502050084,,,,,
201502060002,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201502060011,6.0,,,Combination,5.0
201502060085,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201502070014,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502070059,1.0,,,Hostage(s) released by perpetrators,1.0
201502080021,20.0,,,Combination,8.0
201502080030,4.0,,,Combination,
201502080045,20.0,,,,
201502090006,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201502090033,4.0,,,,
201502090040,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502090093,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502090096,9.0,,,Combination,1.0
201502100011,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502100104,6.0,,,Combination,1.0
201502100105,1.0,,7.0,Hostage(s) released by perpetrators,1.0
201502110017,1.0,2.0,,Hostage(s) released by perpetrators,1.0
201502110088,2.0,,,,
201502110092,3.0,,,,
201502110100,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502110110,,,,,
201502120046,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201502120052,11.0,,,,
201502120107,1.0,,,Hostage(s) escaped (not during rescue attempt),1.0
201502130010,4.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201502130020,,,,,
201502130022,2.0,,,Hostage(s) released by perpetrators,2.0
201502130031,4.0,,,Combination,3.0
201502130071,9.0,,,Combination,1.0
201502140001,2.0,,14.0,Hostage(s) released by perpetrators,2.0
201502140022,3.0,,3.0,Combination,2.0
201502140036,21.0,,3.0,Hostage(s) released by perpetrators,21.0
201502140046,2.0,,,,
201502140068,40.0,,,,
201502140072,1.0,,7.0,Hostage(s) released by perpetrators,1.0
201502140073,3.0,,,Combination,1.0
201502140118,1.0,,,Successful Rescue,1.0
201502150054,1.0,,31.0,Hostage(s) released by perpetrators,1.0
201502160001,35.0,,,,
201502160007,2.0,,,Combination,1.0
201502160026,1.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201502160090,89.0,,,,
201502170009,1.0,,7.0,Hostage(s) released by perpetrators,1.0
201502170068,45.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502170078,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201502170080,5.0,1.0,,Hostage(s) released by perpetrators,5.0
201502170099,4.0,,,Combination,
201502180031,32.0,,,Combination,
201502180050,1.0,,,,
201502180066,1.0,,162.0,Hostage(s) killed (not during rescue attempt),0.0
201502190041,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201502200004,4.0,,19.0,Hostage(s) released by perpetrators,4.0
201502200029,3.0,,,,
201502210018,2.0,,,,
201502210026,1.0,,,,
201502210096,1.0,,,,
201502220055,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201502220095,127.0,,,Combination,51.0
201502230024,74.0,,,,
201502230090,1.0,,,,
201502230103,1.0,,15.0,Hostage(s) killed (not during rescue attempt),0.0
201502240006,1.0,,,Hostage(s) released by perpetrators,1.0
201502240008,31.0,,260.0,Combination,28.0
201502240012,234.0,,363.0,Combination,231.0
201502240023,2.0,,163.0,Hostage(s) released by perpetrators,2.0
201502240025,1.0,,,,
201502240051,2.0,2.0,,Hostage(s) killed (not during rescue attempt),0.0
201502240096,1.0,,148.0,Hostage(s) killed (not during rescue attempt),0.0
201502260028,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201502260046,15.0,,,Combination,1.0
201502260054,1.0,,,,
201502280007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502280015,,,,,
201502280066,32.0,,,Hostage(s) killed (not during rescue attempt),0.0
201502280070,5.0,,,Combination,2.0
201503010141,1.0,,,,
201503010142,1.0,,,,
201503010157,4.0,,16.0,Hostage(s) released by perpetrators,4.0
201503020098,4.0,,38.0,Hostage(s) released by perpetrators,4.0
201503030005,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503030029,5.0,,39.0,Hostage(s) killed (not during rescue attempt),0.0
201503030031,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201503030083,13.0,,,,
201503040019,,,,,
201503050013,2.0,,,,
201503050016,2.0,,129.0,Hostage(s) released by perpetrators,2.0
201503050063,2.0,,,,
201503050067,26.0,,,,
201503050068,24.0,,,,
201503060001,9.0,,,Combination,5.0
201503060062,,1.0,,Successful Rescue,
201503070005,21.0,,,Hostage(s) released by perpetrators,21.0
201503070054,7.0,,4.0,Combination,5.0
201503070057,1.0,,,,
201503080060,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503080072,1.0,,,Hostage(s) released by perpetrators,1.0
201503090028,1.0,,,,
201503090049,2.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201503090064,1.0,,,,
201503090069,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201503090076,1.0,,,Hostage(s) released by perpetrators,1.0
201503100008,1.0,9.0,,Hostage(s) released by perpetrators,1.0
201503100047,,,,,
201503100048,,,,,
201503100077,3.0,,,,
201503100081,24.0,,,,
201503100093,1.0,,74.0,Hostage(s) released by perpetrators,1.0
201503100095,2.0,,,,
201503110008,3.0,,,Successful Rescue,3.0
201503110011,6.0,,,Combination,5.0
201503110030,2.0,,,,
201503120040,1.0,,,,
201503130017,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201503130028,11.0,,,Combination,10.0
201503150012,10.0,,,Combination,9.0
201503150027,1.0,,,,
201503150045,1.0,,,Successful Rescue,1.0
201503150066,2.0,,,Combination,
201503160002,15.0,,,Hostage(s) released by perpetrators,15.0
201503160021,5.0,,,Combination,4.0
201503160074,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503160085,3.0,,62.0,Hostage(s) released by perpetrators,3.0
201503170040,3.0,,1.0,Hostage(s) released by perpetrators,3.0
201503180017,10.0,,,Successful Rescue,10.0
201503180035,9.0,,,,
201503180056,35.0,5.0,,Hostage(s) released by perpetrators,35.0
201503180067,,,,,
201503180068,,,,,
201503180069,,,,,
201503190022,1.0,,6.0,Hostage(s) killed (not during rescue attempt),0.0
201503190047,15.0,,486.0,Combination,13.0
201503190073,,,,,
201503190074,,,,,
201503190075,,,,,
201503200007,2.0,,,,
201503200028,5.0,,,Hostage(s) released by perpetrators,5.0
201503200035,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503200071,1.0,,184.0,Hostage(s) released by perpetrators,1.0
201503210005,1.0,,,,
201503210034,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503210035,4.0,,,,
201503210038,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503210048,16.0,,,Combination,13.0
201503210054,101.0,,,Combination,
201503210065,2.0,,,Hostage(s) released by perpetrators,2.0
201503210068,3.0,,20.0,Hostage(s) killed (not during rescue attempt),0.0
201503220019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503220041,100.0,,,,
201503230003,1.0,,,,
201503230010,4.0,,6.0,Successful Rescue,4.0
201503230013,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503230016,1.0,,,,
201503230017,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503230037,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503230043,1.0,,,,
201503230072,2.0,,,,
201503230076,3.0,,19.0,Hostage(s) killed (not during rescue attempt),0.0
201503240018,2.0,,11.0,Hostage(s) released by perpetrators,2.0
201503240021,1.0,,,Successful Rescue,1.0
201503240036,1.0,,,,
201503240037,15.0,,,Combination,2.0
201503240049,11.0,,,,
201503240098,6.0,,,Combination,5.0
201503250047,20.0,,3.0,Hostage(s) released by perpetrators,20.0
201503250048,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503250050,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503250084,2.0,,,Combination,1.0
201503250091,2.0,,113.0,Hostage(s) released by perpetrators,2.0
201503260073,2.0,,294.0,Hostage(s) released by perpetrators,2.0
201503270008,,,,Combination,50.0
201503280021,1.0,,,,
201503280027,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201503280043,23.0,,,Hostage(s) killed (not during rescue attempt),0.0
201503290015,2.0,,,Combination,
201503290020,2.0,,3.0,Hostage(s) released by perpetrators,2.0
201503290053,4.0,,30.0,Hostage(s) released by perpetrators,4.0
201503290055,1.0,,19.0,Hostage(s) released by perpetrators,1.0
201503300027,2.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201503300039,8.0,2.0,,Hostage(s) escaped (not during rescue attempt),8.0
201503300074,1.0,,6.0,Hostage(s) released by perpetrators,1.0
201503310008,1.0,,,,
201503310009,1.0,,,,
201503310010,1.0,,,,
201503310011,1.0,,,,
201503310012,1.0,,,,
201503310013,1.0,,,,
201503310015,1.0,6.0,,Attempted Rescue,0.0
201503310016,50.0,,,,
201503310050,1.0,,,,
201503310051,3.0,,19.0,Hostage(s) killed (not during rescue attempt),0.0
201503310053,3.0,,313.0,Combination,2.0
201504010005,9.0,,13.0,Hostage(s) released by perpetrators,9.0
201504010011,,,,Combination,1.0
201504010029,9.0,,10.0,Hostage(s) released by perpetrators,9.0
201504010034,5.0,,,Hostage(s) released by perpetrators,5.0
201504010081,5.0,,,,
201504010082,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504010083,3.0,,,,
201504010111,3.0,,,,
201504020009,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201504020031,,13.0,,Hostage(s) killed (not during rescue attempt),0.0
201504020079,1.0,,,,
201504030049,1.0,,,,
201504040021,2.0,,,,
201504040024,1.0,,,,
201504040025,1.0,,,,
201504040060,18.0,,,,
201504050057,121.0,,,,
201504050059,1.0,,,,
201504060018,300.0,,,Hostage(s) released by perpetrators,300.0
201504060021,1.0,,190.0,Hostage(s) released by perpetrators,1.0
201504060066,1.0,,34.0,Hostage(s) released by perpetrators,1.0
201504060077,1.0,,,,
201504070013,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504070054,1.0,2.0,,Hostage(s) released by perpetrators,1.0
201504070058,4.0,,,Combination,2.0
201504080037,1.0,,,,
201504080062,2.0,,2.0,Hostage(s) released by perpetrators,2.0
201504090001,13.0,,,,
201504090006,300.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504090059,20.0,,,,
201504090061,16.0,,,,
201504100054,2.0,,,,
201504110013,23.0,,,Combination,3.0
201504120027,2.0,,,,
201504120087,1.0,,,Hostage(s) released by perpetrators,1.0
201504120091,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201504120092,1.0,,,,
201504130008,4.0,,,,
201504130051,6.0,,3.0,Hostage(s) released by perpetrators,6.0
201504130052,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201504130057,2.0,,,,
201504130060,5.0,,,,
201504130078,8.0,,,,
201504130079,7.0,,,,
201504130096,1.0,6.0,,Hostage(s) released by perpetrators,1.0
201504150025,4.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201504150028,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504150045,1.0,,148.0,Hostage(s) released by perpetrators,1.0
201504150046,1.0,,8.0,Hostage(s) killed (not during rescue attempt),0.0
201504150054,9.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504150062,37.0,,,,
201504150084,1.0,,48.0,Hostage(s) released by perpetrators,1.0
201504150090,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504150091,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504150092,1.0,,225.0,Hostage(s) killed (not during rescue attempt),0.0
201504150093,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504150095,1.0,,,Hostage(s) released by perpetrators,1.0
201504160056,19.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504160088,2.0,,,,
201504170016,15.0,,,Combination,2.0
201504170025,1.0,,,Hostage(s) released by perpetrators,1.0
201504170100,2.0,,,,
201504180025,1.0,,45.0,Successful Rescue,1.0
201504180046,18.0,,,,
201504180047,1.0,,,,
201504180058,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504180080,1.0,,1.0,Successful Rescue,1.0
201504190011,24.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504190022,19.0,,2.0,Hostage(s) released by perpetrators,19.0
201504190023,1.0,,,,
201504210031,2.0,,6.0,Hostage(s) killed (not during rescue attempt),0.0
201504210048,4.0,1.0,,Hostage(s) escaped (not during rescue attempt),4.0
201504210055,2.0,,2.0,Combination,1.0
201504210089,1.0,,,,
201504210092,,,,Combination,
201504220019,3.0,,,,
201504220071,2.0,,103.0,Combination,2.0
201504220072,30.0,,,Combination,
201504230005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504230026,3.0,,5.0,Hostage(s) released by perpetrators,3.0
201504230027,1.0,,,,
201504230028,1.0,,,,
201504230029,1.0,,,,
201504230032,5.0,,,,
201504230033,1.0,,,,
201504240016,10.0,,6.0,Successful Rescue,10.0
201504240084,2.0,,,,
201504240094,25.0,,,,
201504240095,25.0,,,,
201504240096,25.0,,,,
201504250008,49.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504250021,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504250068,4.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201504250079,25.0,,,,
201504260038,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201504260041,1.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201504260057,2.0,,,Combination,
201504270046,2.0,,25.0,Hostage(s) released by perpetrators,2.0
201504270052,7.0,,,,
201504270096,,,,,
201504270099,3.0,,,Combination,
201504280067,8.0,,,Hostage(s) killed (not during rescue attempt),0.0
