eventid,attacktype
201908150009,Hostage Taking (Kidnapping)
201908150013,Bombing/Explosion
201908150014,Hostage Taking (Kidnapping)
201908150018,Armed Assault
201908150019,Bombing/Explosion
201908150020,Bombing/Explosion
201908150022,Bombing/Explosion
201908150025,Bombing/Explosion
201908150026,Bombing/Explosion
201908150029,Facility/Infrastructure Attack
201908150030,Facility/Infrastructure Attack
201908150030,Armed Assault
201908160001,Bombing/Explosion
201908160002,Assassination
201908160003,Armed Assault
201908160004,Unarmed Assault
201908160005,Armed Assault
201908160006,Bombing/Explosion
201908160007,Bombing/Explosion
201908160008,Bombing/Explosion
201908160009,Assassination
201908160011,Assassination
201908160013,Unarmed Assault
201908160014,Armed Assault
201908160015,Assassination
201908160016,Bombing/Explosion
201908160017,Hostage Taking (Kidnapping)
201908170001,Unarmed Assault
201908170002,Armed Assault
201908170005,Bombing/Explosion
201908170006,Armed Assault
201908170007,Armed Assault
201908170008,Armed Assault
201908170009,Armed Assault
201908170010,Bombing/Explosion
201908170011,Bombing/Explosion
201908170012,Assassination
201908170013,Bombing/Explosion
201908170014,Hostage Taking (Kidnapping)
201908170015,Hostage Taking (Kidnapping)
201908170017,Bombing/Explosion
201908170018,Armed Assault
201908170020,Armed Assault
201908170021,Bombing/Explosion
201908170022,Bombing/Explosion
201908170023,Armed Assault
201908170024,Facility/Infrastructure Attack
201908170026,Bombing/Explosion
201908170027,Bombing/Explosion
201908180001,Bombing/Explosion
201908180002,Armed Assault
201908180004,Bombing/Explosion
201908180005,Assassination
201908180007,Bombing/Explosion
201908180010,Armed Assault
201908180010,Facility/Infrastructure Attack
201908180012,Armed Assault
201908180013,Assassination
201908180015,Facility/Infrastructure Attack
201908180016,Facility/Infrastructure Attack
201908180017,Facility/Infrastructure Attack
201908180018,Facility/Infrastructure Attack
201908180021,Assassination
201908180022,Assassination
201908180023,Assassination
201908180024,Bombing/Explosion
201908180025,Bombing/Explosion
201908180026,Armed Assault
201908180027,Facility/Infrastructure Attack
201908180027,Bombing/Explosion
201908180029,Bombing/Explosion
201908190001,Facility/Infrastructure Attack
201908190003,Assassination
201908190004,Bombing/Explosion
201908190006,Bombing/Explosion
201908190007,Bombing/Explosion
201908190008,Bombing/Explosion
201908190009,Hostage Taking (Kidnapping)
201908190010,Bombing/Explosion
201908190011,Bombing/Explosion
201908190012,Bombing/Explosion
201908190013,Bombing/Explosion
201908190014,Bombing/Explosion
201908190015,Bombing/Explosion
201908190016,Bombing/Explosion
201908190017,Bombing/Explosion
201908190018,Bombing/Explosion
201908190019,Bombing/Explosion
201908190020,Armed Assault
201908190025,Bombing/Explosion
201908190026,Assassination
201908190027,Assassination
201908190028,Assassination
201908190029,Assassination
201908190030,Armed Assault
201908190032,Hostage Taking (Kidnapping)
201908200001,Hostage Taking (Kidnapping)
201908200005,Hostage Taking (Kidnapping)
201908200006,Hostage Taking (Barricade Incident)
201908200006,Facility/Infrastructure Attack
201908200007,Bombing/Explosion
201908200009,Hostage Taking (Kidnapping)
201908200011,Bombing/Explosion
201908200012,Bombing/Explosion
201908200013,Bombing/Explosion
201908200014,Bombing/Explosion
201908200015,Bombing/Explosion
201908200016,Bombing/Explosion
201908200017,Bombing/Explosion
201908200018,Bombing/Explosion
201908200019,Bombing/Explosion
201908200020,Bombing/Explosion
201908200021,Bombing/Explosion
201908200023,Hostage Taking (Kidnapping)
201908200024,Assassination
201908200030,Assassination
201908200031,Bombing/Explosion
201908200031,Armed Assault
201908200032,Assassination
201908200033,Bombing/Explosion
201908200034,Bombing/Explosion
201908200036,Assassination
201908210001,Armed Assault
201908210004,Armed Assault
201908210004,Facility/Infrastructure Attack
201908210005,Facility/Infrastructure Attack
201908210005,Armed Assault
201908210006,Bombing/Explosion
201908210007,Armed Assault
201908210008,Hostage Taking (Kidnapping)
201908210009,Bombing/Explosion
201908210009,Armed Assault
201908210010,Hostage Taking (Kidnapping)
201908210011,Facility/Infrastructure Attack
201908210011,Armed Assault
201908210013,Bombing/Explosion
201908210016,Assassination
201908210017,Armed Assault
201908210022,Facility/Infrastructure Attack
201908210024,Bombing/Explosion
201908220001,Armed Assault
201908220002,Armed Assault
201908220004,Bombing/Explosion
201908220005,Hostage Taking (Kidnapping)
201908220008,Facility/Infrastructure Attack
201908220009,Facility/Infrastructure Attack
201908220010,Facility/Infrastructure Attack
201908220012,Bombing/Explosion
201908220014,Bombing/Explosion
201908220016,Bombing/Explosion
201908230001,Bombing/Explosion
201908230002,Armed Assault
201908230002,Facility/Infrastructure Attack
201908230006,Bombing/Explosion
201908230007,Armed Assault
201908230008,Assassination
201908230009,Bombing/Explosion
201908230011,Armed Assault
201908230013,Bombing/Explosion
201908230015,Facility/Infrastructure Attack
201908230015,Hostage Taking (Kidnapping)
201908230016,Facility/Infrastructure Attack
201908230016,Hostage Taking (Kidnapping)
201908230017,Facility/Infrastructure Attack
201908230017,Hostage Taking (Kidnapping)
201908230018,Facility/Infrastructure Attack
201908230018,Hostage Taking (Kidnapping)
201908230019,Hostage Taking (Kidnapping)
201908230019,Facility/Infrastructure Attack
201908230020,Hostage Taking (Kidnapping)
201908230020,Facility/Infrastructure Attack
201908230021,Facility/Infrastructure Attack
201908230021,Hostage Taking (Kidnapping)
201908230027,Assassination
201908230028,Assassination
201908240001,Assassination
201908240002,Bombing/Explosion
201908240004,Armed Assault
201908240005,Assassination
201908240006,Facility/Infrastructure Attack
201908240006,Hostage Taking (Kidnapping)
201908240006,Armed Assault
201908240011,Armed Assault
201908240012,Bombing/Explosion
201908240013,Armed Assault
201908240014,Armed Assault
201908240015,Bombing/Explosion
201908240018,Armed Assault
201908250001,Facility/Infrastructure Attack
201908250001,Bombing/Explosion
201908250002,Bombing/Explosion
201908250003,Bombing/Explosion
201908250005,Bombing/Explosion
201908250006,Bombing/Explosion
201908250007,Armed Assault
201908250008,Bombing/Explosion
201908250010,Hostage Taking (Kidnapping)
201908250013,Bombing/Explosion
201908250015,Assassination
201908250018,Bombing/Explosion
201908250019,Hostage Taking (Kidnapping)
201908250025,Hostage Taking (Barricade Incident)
201908250025,Facility/Infrastructure Attack
201908250026,Assassination
201908250032,Bombing/Explosion
201908260003,Bombing/Explosion
201908260004,Bombing/Explosion
201908260005,Armed Assault
201908260007,Bombing/Explosion
201908260013,Assassination
201908260015,Armed Assault
201908260016,Bombing/Explosion
201908260017,Hostage Taking (Kidnapping)
201908260018,Bombing/Explosion
201908260019,Bombing/Explosion
201908260020,Armed Assault
201908260022,Hostage Taking (Kidnapping)
201908260023,Assassination
201908270001,Bombing/Explosion
201908270005,Armed Assault
201908270006,Armed Assault
201908270008,Assassination
201908270011,Bombing/Explosion
201908270013,Armed Assault
201908270014,Armed Assault
201908270015,Hostage Taking (Kidnapping)
201908270016,Hostage Taking (Kidnapping)
201908270018,Bombing/Explosion
201908270019,Bombing/Explosion
201908270020,Bombing/Explosion
201908280002,Bombing/Explosion
201908280003,Bombing/Explosion
201908280004,Armed Assault
201908280005,Bombing/Explosion
201908280006,Hostage Taking (Kidnapping)
201908280008,Bombing/Explosion
201908280009,Armed Assault
201908280010,Hostage Taking (Kidnapping)
201908280012,Armed Assault
201908280013,Bombing/Explosion
201908280013,Armed Assault
201908280014,Assassination
201908280019,Armed Assault
201908290003,Armed Assault
201908290004,Armed Assault
201908290006,Assassination
201908290008,Armed Assault
201908290010,Armed Assault
201908290014,Assassination
201908290017,Armed Assault
201908300001,Facility/Infrastructure Attack
201908300003,Bombing/Explosion
201908300004,Assassination
201908300006,Bombing/Explosion
201908300007,Bombing/Explosion
201908300009,Bombing/Explosion
201908300012,Bombing/Explosion
201908300013,Bombing/Explosion
201908300014,Facility/Infrastructure Attack
201908300015,Armed Assault
201908300016,Hostage Taking (Kidnapping)
201908300017,Armed Assault
201908300019,Assassination
201908300020,Armed Assault
201908300021,Armed Assault
201908300021,Facility/Infrastructure Attack
201908300023,Bombing/Explosion
201908300024,Unarmed Assault
201908300028,Hostage Taking (Kidnapping)
201908310002,Assassination
201908310003,Bombing/Explosion
201908310004,Hijacking
201908310006,Armed Assault
201908310007,Armed Assault
201908310008,Bombing/Explosion
201908310010,Bombing/Explosion
201908310013,Armed Assault
201908310014,Bombing/Explosion
201908310015,Bombing/Explosion
201908310016,Hostage Taking (Kidnapping)
201908310017,Bombing/Explosion
201908310018,Assassination
201908310019,Armed Assault
201908310023,Armed Assault
201908310024,Assassination
201908310026,Hostage Taking (Kidnapping)
201908310027,Armed Assault
201908310028,Armed Assault
201909010001,Assassination
201909010002,Assassination
201909010004,Assassination
201909010005,Bombing/Explosion
201909010006,Bombing/Explosion
201909010007,Bombing/Explosion
201909010009,Armed Assault
201909010010,Bombing/Explosion
201909010011,Bombing/Explosion
201909010012,Armed Assault
201909010013,Armed Assault
201909010014,Bombing/Explosion
201909010017,Armed Assault
201909010021,Facility/Infrastructure Attack
201909010022,Facility/Infrastructure Attack
201909010023,Facility/Infrastructure Attack
201909010024,Armed Assault
201909010025,Assassination
201909010027,Armed Assault
201909020001,Bombing/Explosion
201909020002,Armed Assault
201909020004,Bombing/Explosion
201909020005,Assassination
201909020006,Armed Assault
201909020006,Bombing/Explosion
201909020007,Assassination
201909020009,Bombing/Explosion
201909020010,Bombing/Explosion
201909020012,Hostage Taking (Kidnapping)
201909020013,Bombing/Explosion
201909020017,Assassination
201909020018,Armed Assault
201909020018,Bombing/Explosion
201909020020,Unarmed Assault
201909020021,Armed Assault
201909020024,Armed Assault
201909030001,Assassination
201909030005,Armed Assault
201909030006,Bombing/Explosion
201909030007,Armed Assault
201909030008,Bombing/Explosion
201909030009,Bombing/Explosion
201909030010,Bombing/Explosion
201909030011,Bombing/Explosion
201909030012,Bombing/Explosion
201909030013,Bombing/Explosion
201909030016,Bombing/Explosion
201909030017,Facility/Infrastructure Attack
201909030020,Facility/Infrastructure Attack
201909030020,Unarmed Assault
201909030021,Bombing/Explosion
201909030022,Armed Assault
201909030023,Hostage Taking (Kidnapping)
201909030028,Hostage Taking (Kidnapping)
201909040005,Armed Assault
201909040007,Bombing/Explosion
201909040008,Bombing/Explosion
201909040009,Armed Assault
201909040011,Armed Assault
201909040012,Armed Assault
201909040013,Armed Assault
201909040013,Facility/Infrastructure Attack
201909040013,Hostage Taking (Kidnapping)
201909040014,Armed Assault
201909040015,Assassination
201909040016,Bombing/Explosion
201909040018,Bombing/Explosion
201909040021,Assassination
201909040021,Facility/Infrastructure Attack
201909040026,Hostage Taking (Kidnapping)
201909040028,Hostage Taking (Kidnapping)
201909050001,Bombing/Explosion
201909050005,Hostage Taking (Kidnapping)
201909050006,Bombing/Explosion
201909050008,Bombing/Explosion
201909050009,Bombing/Explosion
201909050010,Armed Assault
201909050011,Armed Assault
201909050012,Armed Assault
201909050014,Bombing/Explosion
201909050017,Armed Assault
201909050021,Assassination
201909050022,Assassination
201909050026,Armed Assault
201909050027,Hostage Taking (Kidnapping)
201909050028,Hostage Taking (Kidnapping)
201909050029,Bombing/Explosion
201909050030,Assassination
201909060001,Facility/Infrastructure Attack
201909060001,Armed Assault
201909060004,Armed Assault
201909060005,Armed Assault
201909060007,Hijacking
201909060008,Armed Assault
201909060009,Hijacking
201909060010,Armed Assault
201909060019,Bombing/Explosion
201909060023,Bombing/Explosion
201909060024,Assassination
201909060027,Hostage Taking (Kidnapping)
201909060027,Facility/Infrastructure Attack
201909070001,Bombing/Explosion
201909070002,Hostage Taking (Kidnapping)
201909070003,Bombing/Explosion
201909070004,Facility/Infrastructure Attack
201909070006,Bombing/Explosion
201909070007,Armed Assault
201909070008,Bombing/Explosion
201909070009,Assassination
201909070010,Bombing/Explosion
201909070011,Bombing/Explosion
201909070012,Hostage Taking (Kidnapping)
201909070015,Assassination
201909070019,Armed Assault
201909070021,Bombing/Explosion
201909070022,Bombing/Explosion
201909070024,Bombing/Explosion
201909070026,Assassination
201909070027,Bombing/Explosion
201909070029,Assassination
201909080001,Hostage Taking (Kidnapping)
201909080003,Bombing/Explosion
201909080004,Bombing/Explosion
201909080006,Bombing/Explosion
201909080009,Bombing/Explosion
201909080010,Armed Assault
201909080014,Bombing/Explosion
201909080018,Armed Assault
201909080021,Armed Assault
201909080022,Bombing/Explosion
201909080023,Armed Assault
201909080024,Hostage Taking (Kidnapping)
201909080024,Facility/Infrastructure Attack
201909080026,Bombing/Explosion
201909080027,Facility/Infrastructure Attack
201909080028,Facility/Infrastructure Attack
201909080029,Facility/Infrastructure Attack
201909080032,Bombing/Explosion
201909080033,Assassination
201909080034,Armed Assault
201909080035,Hostage Taking (Kidnapping)
201909090002,Facility/Infrastructure Attack
201909090002,Hostage Taking (Barricade Incident)
201909090003,Assassination
201909090004,Bombing/Explosion
201909090005,Armed Assault
201909090006,Bombing/Explosion
201909090007,Bombing/Explosion
201909090008,Assassination
201909090012,Armed Assault
201909090013,Hostage Taking (Kidnapping)
201909090014,Armed Assault
201909090019,Armed Assault
201909090024,Bombing/Explosion
201909090031,Bombing/Explosion
201909090032,Bombing/Explosion
201909100004,Bombing/Explosion
201909100006,Armed Assault
201909100006,Hostage Taking (Kidnapping)
201909100006,Facility/Infrastructure Attack
201909100008,Armed Assault
201909100012,Bombing/Explosion
201909100013,Bombing/Explosion
201909100015,Bombing/Explosion
201909100016,Bombing/Explosion
201909100017,Hijacking
201909100020,Hostage Taking (Kidnapping)
201909100020,Facility/Infrastructure Attack
201909100020,Armed Assault
201909100021,Hostage Taking (Kidnapping)
201909100021,Armed Assault
201909100021,Facility/Infrastructure Attack
201909110013,Bombing/Explosion
201909110014,Bombing/Explosion
201909110015,Bombing/Explosion
201909110016,Bombing/Explosion
201909110017,Bombing/Explosion
201909110018,Bombing/Explosion
201909110019,Bombing/Explosion
201909110020,Bombing/Explosion
201909110021,Armed Assault
201909110021,Facility/Infrastructure Attack
201909110022,Hostage Taking (Kidnapping)
201909110023,Facility/Infrastructure Attack
201909110024,Assassination
201909110025,Hostage Taking (Kidnapping)
201909120003,Bombing/Explosion
201909120004,Bombing/Explosion
201909120005,Bombing/Explosion
201909120006,Facility/Infrastructure Attack
201909120008,Bombing/Explosion
201909120009,Bombing/Explosion
201909120013,Bombing/Explosion
201909120014,Hostage Taking (Barricade Incident)
201909120014,Facility/Infrastructure Attack
201909120015,Bombing/Explosion
201909120016,Facility/Infrastructure Attack
201909120017,Facility/Infrastructure Attack
201909120018,Facility/Infrastructure Attack
201909120019,Facility/Infrastructure Attack
201909120020,Facility/Infrastructure Attack
201909120021,Facility/Infrastructure Attack
201909120022,Facility/Infrastructure Attack
201909120023,Facility/Infrastructure Attack
201909120024,Facility/Infrastructure Attack
201909120025,Facility/Infrastructure Attack
201909120026,Facility/Infrastructure Attack
201909120027,Facility/Infrastructure Attack
201909120028,Facility/Infrastructure Attack
201909120029,Facility/Infrastructure Attack
201909120030,Facility/Infrastructure Attack
201909120031,Facility/Infrastructure Attack
201909120032,Facility/Infrastructure Attack
201909130001,Bombing/Explosion
201909130002,Bombing/Explosion
201909130003,Bombing/Explosion
201909130004,Assassination
201909130006,Bombing/Explosion
201909130007,Bombing/Explosion
201909130008,Bombing/Explosion
201909130012,Facility/Infrastructure Attack
201909130012,Armed Assault
201909130013,Armed Assault
201909130013,Facility/Infrastructure Attack
201909130014,Armed Assault
201909130014,Facility/Infrastructure Attack
201909130016,Armed Assault
201909130016,Facility/Infrastructure Attack
201909130017,Hostage Taking (Kidnapping)
201909130017,Facility/Infrastructure Attack
201909130017,Armed Assault
201909130018,Armed Assault
201909130018,Hostage Taking (Kidnapping)
201909130020,Assassination
201909130021,Bombing/Explosion
201909140001,Bombing/Explosion
201909140002,Bombing/Explosion
201909140003,Hostage Taking (Kidnapping)
201909140004,Bombing/Explosion
201909140006,Assassination
201909140012,Armed Assault
201909140013,Assassination
201909140014,Armed Assault
201909140015,Hostage Taking (Kidnapping)
201909140016,Bombing/Explosion
201909140017,Bombing/Explosion
201909140018,Assassination
201909140021,Assassination
201909140022,Hostage Taking (Kidnapping)
201909140023,Hostage Taking (Kidnapping)
201909140024,Armed Assault
201909140027,Bombing/Explosion
201909150001,Facility/Infrastructure Attack
201909150002,Facility/Infrastructure Attack
201909150004,Assassination
201909150005,Bombing/Explosion
201909150006,Bombing/Explosion
201909150007,Armed Assault
201909150007,Bombing/Explosion
201909150008,Facility/Infrastructure Attack
201909150008,Armed Assault
201909150009,Assassination
201909150010,Bombing/Explosion
201909150011,Hostage Taking (Kidnapping)
201909150012,Assassination
201909150013,Bombing/Explosion
201909150015,Unarmed Assault
201909150016,Unarmed Assault
201909150018,Bombing/Explosion
201909150019,Armed Assault
201909150019,Hostage Taking (Kidnapping)
201909150020,Facility/Infrastructure Attack
201909150022,Bombing/Explosion
201909150023,Armed Assault
201909150024,Assassination
201909150025,Facility/Infrastructure Attack
201909150026,Bombing/Explosion
201909150029,Armed Assault
201909160001,Bombing/Explosion
201909160002,Hostage Taking (Kidnapping)
201909160003,Bombing/Explosion
201909160004,Bombing/Explosion
201909160005,Bombing/Explosion
201909160006,Bombing/Explosion
201909160007,Bombing/Explosion
201909160007,Armed Assault
201909160008,Bombing/Explosion
201909160009,Bombing/Explosion
201909160010,Armed Assault
201909160011,Armed Assault
201909160012,Armed Assault
201909160017,Facility/Infrastructure Attack
201909160017,Armed Assault
201909160020,Facility/Infrastructure Attack
201909160021,Facility/Infrastructure Attack
201909160022,Facility/Infrastructure Attack
201909160023,Facility/Infrastructure Attack
201909160024,Facility/Infrastructure Attack
201909160033,Bombing/Explosion
201909170001,Bombing/Explosion
201909170002,Bombing/Explosion
201909170003,Hostage Taking (Kidnapping)
201909170005,Armed Assault
201909170006,Armed Assault
201909170007,Facility/Infrastructure Attack
201909170008,Assassination
201909170009,Armed Assault
201909170010,Hostage Taking (Barricade Incident)
201909170010,Facility/Infrastructure Attack
201909170011,Assassination
201909170013,Armed Assault
201909170015,Armed Assault
201909170016,Facility/Infrastructure Attack
201909170018,Bombing/Explosion
201909170020,Facility/Infrastructure Attack
201909170024,Armed Assault
201909180001,Assassination
201909180002,Bombing/Explosion
201909180003,Bombing/Explosion
201909180003,Armed Assault
201909180005,Bombing/Explosion
201909180015,Assassination
201909180018,Bombing/Explosion
201909180019,Bombing/Explosion
201909180020,Armed Assault
201909180023,Facility/Infrastructure Attack
201909180024,Armed Assault
201909180024,Hostage Taking (Kidnapping)
201909180025,Bombing/Explosion
201909180026,Bombing/Explosion
201909180026,Armed Assault
201909180027,Armed Assault
201909180027,Facility/Infrastructure Attack
201909190001,Bombing/Explosion
201909190002,Bombing/Explosion
201909190003,Hostage Taking (Kidnapping)
201909190004,Bombing/Explosion
201909190006,Bombing/Explosion
201909190007,Bombing/Explosion
201909190008,Armed Assault
201909190011,Bombing/Explosion
201909190012,Bombing/Explosion
201909190013,Hostage Taking (Kidnapping)
201909190015,Assassination
201909190016,Armed Assault
201909190017,Facility/Infrastructure Attack
201909190018,Facility/Infrastructure Attack
201909190018,Armed Assault
201909190019,Bombing/Explosion
201909190020,Bombing/Explosion
201909190021,Hostage Taking (Kidnapping)
201909190022,Facility/Infrastructure Attack
201909190022,Armed Assault
201909190023,Facility/Infrastructure Attack
201909190024,Hostage Taking (Kidnapping)
201909200001,Bombing/Explosion
201909200002,Bombing/Explosion
201909200005,Bombing/Explosion
201909200006,Hostage Taking (Kidnapping)
201909200007,Assassination
201909200008,Bombing/Explosion
201909200009,Bombing/Explosion
201909200011,Armed Assault
201909200012,Bombing/Explosion
201909200013,Bombing/Explosion
201909200014,Bombing/Explosion
201909200015,Armed Assault
201909200015,Facility/Infrastructure Attack
201909200016,Armed Assault
201909200016,Facility/Infrastructure Attack
201909200017,Bombing/Explosion
201909200020,Hostage Taking (Kidnapping)
201909210001,Bombing/Explosion
201909210002,Armed Assault
201909210004,Bombing/Explosion
201909210008,Armed Assault
201909210010,Bombing/Explosion
201909210011,Bombing/Explosion
201909210012,Bombing/Explosion
201909210014,Armed Assault
201909220004,Armed Assault
201909220005,Bombing/Explosion
201909220006,Bombing/Explosion
201909220007,Assassination
201909220008,Hostage Taking (Kidnapping)
201909220009,Bombing/Explosion
201909220011,Bombing/Explosion
201909220012,Bombing/Explosion
201909220013,Bombing/Explosion
201909220014,Bombing/Explosion
201909220015,Bombing/Explosion
201909220016,Bombing/Explosion
201909220019,Armed Assault
201909220026,Hijacking
201909230007,Bombing/Explosion
201909230008,Hostage Taking (Kidnapping)
201909230009,Hostage Taking (Kidnapping)
201909230010,Armed Assault
201909230010,Facility/Infrastructure Attack
201909230011,Bombing/Explosion
201909230012,Facility/Infrastructure Attack
201909230012,Armed Assault
201909230013,Assassination
201909230014,Hostage Taking (Kidnapping)
201909230015,Bombing/Explosion
201909230017,Bombing/Explosion
201909230018,Bombing/Explosion
201909230019,Armed Assault
201909230020,Armed Assault
201909230022,Armed Assault
201909230023,Hostage Taking (Kidnapping)
201909230023,Armed Assault
201909230024,Armed Assault
201909230026,Armed Assault
201909230027,Armed Assault
201909230028,Armed Assault
201909230029,Armed Assault
201909230030,Facility/Infrastructure Attack
201909240001,Armed Assault
201909240001,Bombing/Explosion
201909240002,Bombing/Explosion
201909240003,Bombing/Explosion
201909240004,Bombing/Explosion
201909240004,Armed Assault
201909240009,Assassination
201909240010,Armed Assault
201909240011,Bombing/Explosion
201909240012,Bombing/Explosion
201909240015,Hostage Taking (Kidnapping)
201909240016,Unarmed Assault
201909240019,Assassination
201909250002,Armed Assault
201909250005,Bombing/Explosion
201909250007,Bombing/Explosion
201909250008,Bombing/Explosion
201909250011,Bombing/Explosion
201909250012,Assassination
201909250014,Armed Assault
201909250016,Armed Assault
201909250019,Assassination
201909250020,Assassination
201909250021,Bombing/Explosion
201909250022,Bombing/Explosion
201909250024,Armed Assault
201909250024,Bombing/Explosion
201909250024,Facility/Infrastructure Attack
201909250025,Armed Assault
201909250026,Armed Assault
201909250028,Armed Assault
201909260001,Bombing/Explosion
201909260002,Bombing/Explosion
201909260004,Armed Assault
201909260011,Bombing/Explosion
201909260012,Hostage Taking (Kidnapping)
201909260013,Bombing/Explosion
201909260014,Bombing/Explosion
201909260015,Armed Assault
201909260016,Facility/Infrastructure Attack
201909260017,Bombing/Explosion
201909260018,Hostage Taking (Kidnapping)
201909260019,Hostage Taking (Kidnapping)
201909260033,Facility/Infrastructure Attack
201909270001,Armed Assault
201909270002,Hostage Taking (Kidnapping)
201909270003,Hostage Taking (Kidnapping)
201909270004,Armed Assault
201909270009,Bombing/Explosion
201909270014,Bombing/Explosion
201909270015,Assassination
201909270016,Assassination
201909280005,Armed Assault
201909280005,Hostage Taking (Kidnapping)
201909280005,Facility/Infrastructure Attack
201909280006,Armed Assault
201909280008,Armed Assault
201909280009,Bombing/Explosion
201909280010,Bombing/Explosion
201909280011,Bombing/Explosion
201909280012,Bombing/Explosion
201909280013,Bombing/Explosion
201909280015,Bombing/Explosion
201909280017,Bombing/Explosion
201909280018,Armed Assault
201909280019,Bombing/Explosion
201909280020,Bombing/Explosion
201909280022,Assassination
201909280023,Bombing/Explosion
201909280024,Bombing/Explosion
201909280025,Assassination
201909280026,Hostage Taking (Kidnapping)
201909280041,Bombing/Explosion
201909280042,Bombing/Explosion
201909280043,Bombing/Explosion
201909280044,Bombing/Explosion
201909280054,Bombing/Explosion
201909280055,Facility/Infrastructure Attack
201909280056,Armed Assault
201909280057,Armed Assault
201909280057,Hostage Taking (Barricade Incident)
201909280059,Bombing/Explosion
201909280060,Bombing/Explosion
201909280063,Bombing/Explosion
201909280067,Bombing/Explosion
201909280071,Bombing/Explosion
201909280072,Bombing/Explosion
201909280073,Bombing/Explosion
201909280074,Bombing/Explosion
201909280075,Bombing/Explosion
201909280076,Bombing/Explosion
201909280077,Bombing/Explosion
201909280078,Bombing/Explosion
201909280079,Bombing/Explosion
201909280080,Bombing/Explosion
201909280081,Bombing/Explosion
201909280082,Bombing/Explosion
201909280083,Bombing/Explosion
201909280084,Bombing/Explosion
201909280085,Bombing/Explosion
201909280086,Bombing/Explosion
201909280087,Bombing/Explosion
201909280088,Bombing/Explosion
201909280089,Bombing/Explosion
201909280090,Facility/Infrastructure Attack
201909280093,Facility/Infrastructure Attack
201909280096,Bombing/Explosion
201909280098,Unarmed Assault
201909280099,Assassination
201909290001,Armed Assault
201909290002,Bombing/Explosion
201909290003,Armed Assault
201909290003,Hostage Taking (Kidnapping)
201909290006,Hostage Taking (Kidnapping)
201909290007,Bombing/Explosion
201909290008,Bombing/Explosion
201909290009,Bombing/Explosion
201909290011,Hostage Taking (Kidnapping)
201909290012,Unarmed Assault
201909290013,Assassination
201909300002,Bombing/Explosion
201909300003,Armed Assault
201909300004,Armed Assault
201909300004,Bombing/Explosion
201909300007,Facility/Infrastructure Attack
201909300008,Facility/Infrastructure Attack
201909300009,Facility/Infrastructure Attack
201909300010,Facility/Infrastructure Attack
201909300011,Facility/Infrastructure Attack
201909300012,Bombing/Explosion
201909300013,Armed Assault
201909300013,Hostage Taking (Kidnapping)
201909300014,Armed Assault
201909300014,Hostage Taking (Kidnapping)
201909300017,Armed Assault
201909300019,Assassination
201910010001,Armed Assault
201910010002,Armed Assault
201910010002,Hostage Taking (Kidnapping)
201910010003,Facility/Infrastructure Attack
201910010003,Hostage Taking (Kidnapping)
201910010004,Facility/Infrastructure Attack
201910010005,Bombing/Explosion
201910010006,Bombing/Explosion
201910010007,Assassination
201910010009,Bombing/Explosion
201910010011,Armed Assault
201910010013,Armed Assault
201910010015,Assassination
201910010017,Assassination
201910010018,Bombing/Explosion
201910010020,Armed Assault
201910020006,Bombing/Explosion
201910020009,Bombing/Explosion
201910020010,Unarmed Assault
201910020012,Assassination
201910020013,Hostage Taking (Kidnapping)
201910020015,Armed Assault
201910030001,Hostage Taking (Kidnapping)
201910030005,Assassination
201910030006,Bombing/Explosion
201910030007,Armed Assault
201910030010,Hostage Taking (Kidnapping)
201910030010,Facility/Infrastructure Attack
201910030011,Facility/Infrastructure Attack
201910030013,Armed Assault
201910030015,Hostage Taking (Kidnapping)
201910030016,Facility/Infrastructure Attack
201910030017,Hostage Taking (Kidnapping)
201910030018,Armed Assault
201910040003,Armed Assault
201910040005,Armed Assault
201910040006,Hostage Taking (Kidnapping)
201910040007,Bombing/Explosion
201910040008,Bombing/Explosion
201910040009,Armed Assault
201910040011,Armed Assault
201910040012,Armed Assault
201910040013,Assassination
201910040014,Bombing/Explosion
201910040015,Armed Assault
201910040017,Bombing/Explosion
201910040019,Facility/Infrastructure Attack
201910040020,Assassination
201910040023,Bombing/Explosion
201910040024,Bombing/Explosion
201910050002,Bombing/Explosion
201910050004,Bombing/Explosion
201910050007,Bombing/Explosion
201910050008,Assassination
201910050009,Facility/Infrastructure Attack
201910050010,Facility/Infrastructure Attack
201910050013,Unarmed Assault
201910050013,Facility/Infrastructure Attack
201910050014,Bombing/Explosion
201910050015,Bombing/Explosion
201910050016,Bombing/Explosion
201910050017,Bombing/Explosion
201910050020,Facility/Infrastructure Attack
201910050020,Armed Assault
201910050021,Facility/Infrastructure Attack
201910050021,Armed Assault
201910050022,Bombing/Explosion
201910050023,Bombing/Explosion
201910050024,Bombing/Explosion
201910050025,Facility/Infrastructure Attack
201910050026,Facility/Infrastructure Attack
201910050027,Armed Assault
201910050028,Bombing/Explosion
201910050029,Bombing/Explosion
201910050030,Facility/Infrastructure Attack
201910050030,Hostage Taking (Kidnapping)
201910050031,Bombing/Explosion
201910050032,Assassination
201910050033,Facility/Infrastructure Attack
201910050033,Armed Assault
201910060001,Assassination
201910060005,Bombing/Explosion
201910060006,Armed Assault
201910060008,Armed Assault
201910060009,Armed Assault
201910060011,Bombing/Explosion
201910060013,Facility/Infrastructure Attack
201910060016,Bombing/Explosion
201910070001,Bombing/Explosion
201910070008,Bombing/Explosion
201910070009,Armed Assault
201910070010,Armed Assault
