eventid,attacktype
201005290010,Bombing/Explosion
201005290011,Bombing/Explosion
201005290012,Bombing/Explosion
201005290013,Bombing/Explosion
201005290015,Armed Assault
201005300003,Bombing/Explosion
201005300006,Bombing/Explosion
201005300007,Armed Assault
201005300013,Bombing/Explosion
201005310004,Bombing/Explosion
201005310008,Armed Assault
201005310008,Bombing/Explosion
201005310009,Bombing/Explosion
201005310010,Assassination
201005310011,Assassination
201005310012,Bombing/Explosion
201005310014,Armed Assault
201005310014,Hostage Taking (Barricade Incident)
201005310015,Armed Assault
201006010002,Armed Assault
201006010006,Armed Assault
201006010007,Armed Assault
201006010008,Hostage Taking (Kidnapping)
201006010010,Hostage Taking (Kidnapping)
201006010011,Bombing/Explosion
201006010012,Bombing/Explosion
201006010013,Bombing/Explosion
201006010014,Bombing/Explosion
201006010015,Facility/Infrastructure Attack
201006010018,Bombing/Explosion
201006010019,Facility/Infrastructure Attack
201006010020,Facility/Infrastructure Attack
201006010021,Facility/Infrastructure Attack
201006010022,Facility/Infrastructure Attack
201006010025,Facility/Infrastructure Attack
201006020006,Facility/Infrastructure Attack
201006020007,Bombing/Explosion
201006020010,Bombing/Explosion
201006020011,Bombing/Explosion
201006020012,Bombing/Explosion
201006030001,Bombing/Explosion
201006030002,Bombing/Explosion
201006030003,Bombing/Explosion
201006030004,Assassination
201006030005,Bombing/Explosion
201006030011,Armed Assault
201006030011,Hostage Taking (Kidnapping)
201006030014,Armed Assault
201006040003,Facility/Infrastructure Attack
201006040004,Bombing/Explosion
201006040008,Assassination
201006040011,Bombing/Explosion
201006040012,Bombing/Explosion
201006040013,Bombing/Explosion
201006050001,Bombing/Explosion
201006050002,Assassination
201006050003,Bombing/Explosion
201006050006,Bombing/Explosion
201006050009,Hostage Taking (Kidnapping)
201006050009,Facility/Infrastructure Attack
201006050010,Armed Assault
201006050012,Facility/Infrastructure Attack
201006050013,Bombing/Explosion
201006050014,Facility/Infrastructure Attack
201006050016,Armed Assault
201006060002,Bombing/Explosion
201006060005,Hostage Taking (Kidnapping)
201006060006,Armed Assault
201006060006,Hostage Taking (Kidnapping)
201006060007,Bombing/Explosion
201006060008,Armed Assault
201006060009,Bombing/Explosion
201006060010,Bombing/Explosion
201006060011,Assassination
201006060012,Bombing/Explosion
201006060013,Hostage Taking (Kidnapping)
201006070001,Bombing/Explosion
201006070002,Bombing/Explosion
201006070003,Bombing/Explosion
201006070004,Bombing/Explosion
201006070005,Armed Assault
201006070006,Bombing/Explosion
201006070007,Bombing/Explosion
201006070008,Bombing/Explosion
201006070009,Bombing/Explosion
201006070011,Assassination
201006070013,Bombing/Explosion
201006070013,Armed Assault
201006070016,Armed Assault
201006070031,Bombing/Explosion
201006080001,Armed Assault
201006080003,Bombing/Explosion
201006080004,Armed Assault
201006080005,Armed Assault
201006080005,Facility/Infrastructure Attack
201006080006,Hostage Taking (Kidnapping)
201006080006,Armed Assault
201006080008,Armed Assault
201006080013,Facility/Infrastructure Attack
201006080013,Hostage Taking (Kidnapping)
201006080013,Armed Assault
201006080014,Hostage Taking (Kidnapping)
201006080014,Armed Assault
201006080015,Armed Assault
201006080016,Bombing/Explosion
201006080017,Hostage Taking (Kidnapping)
201006080017,Armed Assault
201006080018,Armed Assault
201006080019,Armed Assault
201006080020,Assassination
201006080021,Bombing/Explosion
201006080022,Assassination
201006080023,Armed Assault
201006090001,Bombing/Explosion
201006090003,Bombing/Explosion
201006090005,Armed Assault
201006090006,Bombing/Explosion
201006090009,Facility/Infrastructure Attack
201006100001,Armed Assault
201006100004,Bombing/Explosion
201006100005,Armed Assault
201006100006,Bombing/Explosion
201006100008,Bombing/Explosion
201006100010,Bombing/Explosion
201006100011,Bombing/Explosion
201006110001,Bombing/Explosion
201006110002,Armed Assault
201006110003,Armed Assault
201006110004,Facility/Infrastructure Attack
201006110004,Armed Assault
201006110004,Hostage Taking (Kidnapping)
201006110005,Unarmed Assault
201006110006,Bombing/Explosion
201006110007,Hostage Taking (Kidnapping)
201006110007,Armed Assault
201006110008,Bombing/Explosion
201006110008,Hostage Taking (Kidnapping)
201006110009,Armed Assault
201006110012,Hostage Taking (Kidnapping)
201006120002,Bombing/Explosion
201006120003,Bombing/Explosion
201006120005,Bombing/Explosion
201006120006,Bombing/Explosion
201006120009,Bombing/Explosion
201006120010,Bombing/Explosion
201006120011,Bombing/Explosion
201006120012,Bombing/Explosion
201006120013,Bombing/Explosion
201006120014,Bombing/Explosion
201006120015,Bombing/Explosion
201006120016,Bombing/Explosion
201006120017,Bombing/Explosion
201006120018,Bombing/Explosion
201006120019,Bombing/Explosion
201006120020,Bombing/Explosion
201006120021,Bombing/Explosion
201006120022,Armed Assault
201006120023,Bombing/Explosion
201006120024,Bombing/Explosion
201006120024,Facility/Infrastructure Attack
201006120026,Assassination
201006120027,Bombing/Explosion
201006120028,Assassination
201006120029,Assassination
201006120031,Bombing/Explosion
201006120032,Bombing/Explosion
201006120033,Bombing/Explosion
201006120034,Bombing/Explosion
201006130001,Armed Assault
201006130001,Hostage Taking (Kidnapping)
201006130004,Bombing/Explosion
201006130004,Armed Assault
201006130005,Bombing/Explosion
201006130006,Bombing/Explosion
201006130007,Unarmed Assault
201006130008,Assassination
201006130009,Armed Assault
201006130009,Facility/Infrastructure Attack
201006130010,Bombing/Explosion
201006130011,Armed Assault
201006130014,Hostage Taking (Kidnapping)
201006130015,Hostage Taking (Kidnapping)
201006130015,Armed Assault
201006130016,Armed Assault
201006130016,Hostage Taking (Kidnapping)
201006140002,Bombing/Explosion
201006140009,Armed Assault
201006140010,Hostage Taking (Kidnapping)
201006140010,Armed Assault
201006140011,Facility/Infrastructure Attack
201006140021,Armed Assault
201006140022,Bombing/Explosion
201006140023,Bombing/Explosion
201006140025,Bombing/Explosion
201006140027,Armed Assault
201006140028,Bombing/Explosion
201006140029,Bombing/Explosion
201006140030,Armed Assault
201006150002,Assassination
201006150004,Hostage Taking (Kidnapping)
201006150004,Armed Assault
201006150004,Assassination
201006150006,Armed Assault
201006150007,Bombing/Explosion
201006150008,Armed Assault
201006150010,Armed Assault
201006150014,Armed Assault
201006160003,Armed Assault
201006160007,Bombing/Explosion
201006160011,Armed Assault
201006160011,Hostage Taking (Kidnapping)
201006160012,Assassination
201006160014,Hostage Taking (Kidnapping)
201006160016,Armed Assault
201006160017,Armed Assault
201006160017,Hostage Taking (Kidnapping)
201006160021,Bombing/Explosion
201006160022,Bombing/Explosion
201006160023,Bombing/Explosion
201006160024,Bombing/Explosion
201006160026,Bombing/Explosion
201006170001,Assassination
201006170002,Bombing/Explosion
201006170003,Bombing/Explosion
201006170004,Bombing/Explosion
201006170005,Bombing/Explosion
201006170006,Bombing/Explosion
201006170009,Armed Assault
201006170011,Facility/Infrastructure Attack
201006170011,Armed Assault
201006170012,Armed Assault
201006170013,Bombing/Explosion
201006170018,Bombing/Explosion
201006180001,Facility/Infrastructure Attack
201006180003,Armed Assault
201006180004,Bombing/Explosion
201006180005,Bombing/Explosion
201006180007,Bombing/Explosion
201006180011,Bombing/Explosion
201006180012,Bombing/Explosion
201006180013,Bombing/Explosion
201006180014,Bombing/Explosion
201006180015,Bombing/Explosion
201006180016,Armed Assault
201006190001,Bombing/Explosion
201006190002,Bombing/Explosion
201006190003,Bombing/Explosion
201006190004,Bombing/Explosion
201006190005,Bombing/Explosion
201006190006,Bombing/Explosion
201006190007,Bombing/Explosion
201006190009,Armed Assault
201006190010,Bombing/Explosion
201006190011,Bombing/Explosion
201006190014,Armed Assault
201006190015,Armed Assault
201006190016,Bombing/Explosion
201006190017,Armed Assault
201006190018,Armed Assault
201006190019,Bombing/Explosion
201006200004,Armed Assault
201006200007,Armed Assault
201006200010,Armed Assault
201006200011,Bombing/Explosion
201006200012,Bombing/Explosion
201006200013,Bombing/Explosion
201006200014,Facility/Infrastructure Attack
201006200015,Armed Assault
201006200015,Facility/Infrastructure Attack
201006200016,Bombing/Explosion
201006200018,Bombing/Explosion
201006200019,Bombing/Explosion
201006210002,Bombing/Explosion
201006210003,Bombing/Explosion
201006210005,Bombing/Explosion
201006210006,Bombing/Explosion
201006210007,Bombing/Explosion
201006210008,Bombing/Explosion
201006210011,Assassination
201006220012,Bombing/Explosion
201006220015,Bombing/Explosion
201006220016,Assassination
201006220017,Bombing/Explosion
201006220018,Armed Assault
201006220019,Bombing/Explosion
201006220020,Assassination
201006220024,Bombing/Explosion
201006220025,Assassination
201006220026,Bombing/Explosion
201006220026,Assassination
201006220027,Bombing/Explosion
201006220028,Assassination
201006220029,Assassination
201006220030,Bombing/Explosion
201006220031,Bombing/Explosion
201006230001,Bombing/Explosion
201006230002,Bombing/Explosion
201006230003,Armed Assault
201006230003,Hostage Taking (Kidnapping)
201006230004,Bombing/Explosion
201006230005,Bombing/Explosion
201006230008,Hostage Taking (Kidnapping)
201006230008,Armed Assault
201006230009,Armed Assault
201006230012,Armed Assault
201006230012,Bombing/Explosion
201006230013,Bombing/Explosion
201006230014,Bombing/Explosion
201006230016,Armed Assault
201006230017,Facility/Infrastructure Attack
201006230019,Bombing/Explosion
201006240001,Bombing/Explosion
201006240002,Hostage Taking (Kidnapping)
201006240002,Armed Assault
201006240004,Armed Assault
201006240004,Hostage Taking (Kidnapping)
201006240005,Hostage Taking (Kidnapping)
201006240008,Bombing/Explosion
201006240011,Facility/Infrastructure Attack
201006240012,Facility/Infrastructure Attack
201006240013,Bombing/Explosion
201006240015,Bombing/Explosion
201006240016,Assassination
201006240017,Bombing/Explosion
201006240018,Assassination
201006240019,Armed Assault
201006240020,Bombing/Explosion
201006250001,Hostage Taking (Kidnapping)
201006250002,Assassination
201006250003,Armed Assault
201006250004,Bombing/Explosion
201006250005,Bombing/Explosion
201006250006,Bombing/Explosion
201006250011,Facility/Infrastructure Attack
201006250012,Bombing/Explosion
201006250013,Facility/Infrastructure Attack
201006250014,Bombing/Explosion
201006260007,Facility/Infrastructure Attack
201006260008,Facility/Infrastructure Attack
201006260009,Bombing/Explosion
201006260010,Bombing/Explosion
201006260011,Bombing/Explosion
201006260012,Bombing/Explosion
201006260012,Armed Assault
201006260013,Assassination
201006260017,Bombing/Explosion
201006260018,Bombing/Explosion
201006260019,Bombing/Explosion
201006260020,Bombing/Explosion
201006260021,Armed Assault
201006260022,Assassination
201006260024,Bombing/Explosion
201006270001,Bombing/Explosion
201006270002,Bombing/Explosion
201006270004,Bombing/Explosion
201006270005,Bombing/Explosion
201006270006,Bombing/Explosion
201006270007,Bombing/Explosion
201006270008,Bombing/Explosion
201006270009,Bombing/Explosion
201006270010,Bombing/Explosion
201006270012,Armed Assault
201006270013,Armed Assault
201006270016,Bombing/Explosion
201006270017,Armed Assault
201006270018,Armed Assault
201006270020,Armed Assault
201006270021,Armed Assault
201006270023,Armed Assault
201006270024,Armed Assault
201006270025,Hostage Taking (Kidnapping)
201006270026,Bombing/Explosion
201006280001,Bombing/Explosion
201006280002,Armed Assault
201006280004,Armed Assault
201006280005,Bombing/Explosion
201006280007,Bombing/Explosion
201006280011,Armed Assault
201006280014,Facility/Infrastructure Attack
201006280015,Facility/Infrastructure Attack
201006280016,Hostage Taking (Kidnapping)
201006280016,Facility/Infrastructure Attack
201006280016,Armed Assault
201006280017,Armed Assault
201006280018,Bombing/Explosion
201006280019,Bombing/Explosion
201006280020,Bombing/Explosion
201006280021,Bombing/Explosion
201006280022,Bombing/Explosion
201006280023,Bombing/Explosion
201006290001,Bombing/Explosion
201006290002,Assassination
201006290003,Bombing/Explosion
201006290005,Bombing/Explosion
201006290007,Assassination
201006290008,Bombing/Explosion
201006290009,Bombing/Explosion
201006290010,Bombing/Explosion
201006290012,Armed Assault
201006290012,Hostage Taking (Kidnapping)
201006290013,Armed Assault
201006300001,Armed Assault
201006300001,Hostage Taking (Kidnapping)
201006300002,Hostage Taking (Kidnapping)
201006300002,Armed Assault
201006300003,Bombing/Explosion
201006300005,Armed Assault
201006300007,Bombing/Explosion
201006300009,Armed Assault
201006300010,Bombing/Explosion
201006300011,Bombing/Explosion
201006300013,Bombing/Explosion
201006300014,Armed Assault
201006300014,Facility/Infrastructure Attack
201006300015,Armed Assault
201006300016,Bombing/Explosion
201006300017,Bombing/Explosion
201006300018,Bombing/Explosion
201006300020,Bombing/Explosion
201007010001,Armed Assault
201007010002,Bombing/Explosion
201007010003,Armed Assault
201007010004,Bombing/Explosion
201007010005,Bombing/Explosion
201007010006,Bombing/Explosion
201007010007,Assassination
201007010009,Bombing/Explosion
201007010010,Bombing/Explosion
201007010011,Bombing/Explosion
201007010013,Armed Assault
201007010013,Facility/Infrastructure Attack
201007010014,Armed Assault
201007010015,Bombing/Explosion
201007010016,Bombing/Explosion
201007010017,Bombing/Explosion
201007010018,Bombing/Explosion
201007010021,Bombing/Explosion
201007010023,Bombing/Explosion
201007010024,Armed Assault
201007010025,Armed Assault
201007020003,Assassination
201007020004,Armed Assault
201007020004,Hostage Taking (Kidnapping)
201007020005,Armed Assault
201007020005,Bombing/Explosion
201007020005,Facility/Infrastructure Attack
201007020006,Assassination
201007020007,Assassination
201007020008,Bombing/Explosion
201007020009,Bombing/Explosion
201007020010,Bombing/Explosion
201007020011,Bombing/Explosion
201007030001,Bombing/Explosion
201007030002,Bombing/Explosion
201007030003,Armed Assault
201007030004,Bombing/Explosion
201007030006,Armed Assault
201007030008,Bombing/Explosion
201007030009,Armed Assault
201007030009,Hostage Taking (Kidnapping)
201007040001,Bombing/Explosion
201007040002,Armed Assault
201007040003,Bombing/Explosion
201007040004,Bombing/Explosion
201007040005,Armed Assault
201007040005,Hostage Taking (Kidnapping)
201007040006,Armed Assault
201007040007,Bombing/Explosion
201007040008,Bombing/Explosion
201007040010,Bombing/Explosion
201007040011,Bombing/Explosion
201007040012,Bombing/Explosion
201007040013,Bombing/Explosion
201007040014,Armed Assault
201007050001,Armed Assault
201007050002,Armed Assault
201007050003,Bombing/Explosion
201007050004,Bombing/Explosion
201007050005,Armed Assault
201007050006,Assassination
201007050006,Armed Assault
201007050007,Bombing/Explosion
201007050008,Facility/Infrastructure Attack
201007050009,Bombing/Explosion
201007050013,Bombing/Explosion
201007060001,Bombing/Explosion
201007060002,Bombing/Explosion
201007060003,Bombing/Explosion
201007060004,Bombing/Explosion
201007060005,Bombing/Explosion
201007060006,Armed Assault
201007060007,Bombing/Explosion
201007060008,Bombing/Explosion
201007060009,Armed Assault
201007060010,Assassination
201007060011,Hijacking
201007060012,Hijacking
201007070001,Bombing/Explosion
201007070002,Bombing/Explosion
201007070003,Bombing/Explosion
201007070004,Bombing/Explosion
201007070005,Bombing/Explosion
201007070006,Bombing/Explosion
201007070007,Bombing/Explosion
201007070008,Bombing/Explosion
201007070009,Bombing/Explosion
201007070010,Bombing/Explosion
201007070011,Bombing/Explosion
201007070012,Bombing/Explosion
201007070013,Bombing/Explosion
201007070014,Bombing/Explosion
201007070015,Facility/Infrastructure Attack
201007070015,Hostage Taking (Kidnapping)
201007070016,Hostage Taking (Kidnapping)
201007070017,Facility/Infrastructure Attack
201007070018,Hostage Taking (Kidnapping)
201007070020,Armed Assault
201007070020,Hostage Taking (Kidnapping)
201007070021,Bombing/Explosion
201007070022,Bombing/Explosion
201007070023,Bombing/Explosion
201007070025,Bombing/Explosion
201007070026,Bombing/Explosion
201007080001,Armed Assault
201007080002,Armed Assault
201007080004,Bombing/Explosion
201007080005,Hostage Taking (Kidnapping)
201007080006,Bombing/Explosion
201007080007,Armed Assault
201007080008,Assassination
201007080009,Bombing/Explosion
201007080010,Bombing/Explosion
201007080011,Assassination
201007080012,Bombing/Explosion
201007080013,Bombing/Explosion
201007080014,Bombing/Explosion
201007080015,Bombing/Explosion
201007080016,Armed Assault
201007080017,Bombing/Explosion
201007080018,Bombing/Explosion
201007080019,Bombing/Explosion
201007080020,Bombing/Explosion
201007080021,Bombing/Explosion
201007080022,Bombing/Explosion
201007080023,Bombing/Explosion
201007080024,Armed Assault
201007080025,Bombing/Explosion
201007090001,Bombing/Explosion
201007090002,Facility/Infrastructure Attack
201007090002,Armed Assault
201007090003,Hostage Taking (Kidnapping)
201007090004,Armed Assault
201007090005,Bombing/Explosion
201007090006,Hostage Taking (Kidnapping)
201007100001,Bombing/Explosion
201007100002,Bombing/Explosion
201007100003,Armed Assault
201007100004,Armed Assault
201007100005,Bombing/Explosion
201007100006,Facility/Infrastructure Attack
201007100007,Armed Assault
201007100007,Hostage Taking (Kidnapping)
201007100008,Armed Assault
201007100010,Armed Assault
201007100011,Bombing/Explosion
201007100013,Armed Assault
201007100014,Assassination
201007100015,Bombing/Explosion
201007110001,Bombing/Explosion
201007110002,Armed Assault
201007110003,Assassination
201007110004,Bombing/Explosion
201007110006,Bombing/Explosion
201007110007,Bombing/Explosion
201007110008,Bombing/Explosion
201007110009,Assassination
201007110011,Bombing/Explosion
201007110012,Facility/Infrastructure Attack
201007110013,Facility/Infrastructure Attack
201007110014,Facility/Infrastructure Attack
201007110015,Bombing/Explosion
201007110016,Bombing/Explosion
201007110017,Bombing/Explosion
201007110020,Armed Assault
201007110021,Bombing/Explosion
201007110023,Bombing/Explosion
201007110024,Assassination
201007110025,Assassination
201007110026,Assassination
201007110027,Assassination
201007110027,Hostage Taking (Kidnapping)
201007110028,Bombing/Explosion
201007120001,Bombing/Explosion
201007120003,Armed Assault
201007120003,Hostage Taking (Kidnapping)
201007120005,Bombing/Explosion
201007120006,Bombing/Explosion
201007120007,Bombing/Explosion
201007120008,Bombing/Explosion
201007120009,Bombing/Explosion
201007120010,Armed Assault
201007120010,Facility/Infrastructure Attack
201007120011,Assassination
201007120012,Unarmed Assault
201007120013,Bombing/Explosion
201007120015,Bombing/Explosion
201007120016,Facility/Infrastructure Attack
201007120017,Bombing/Explosion
201007120018,Bombing/Explosion
201007120019,Armed Assault
201007130001,Bombing/Explosion
201007130005,Armed Assault
201007130006,Hostage Taking (Kidnapping)
201007130007,Hostage Taking (Kidnapping)
201007130008,Armed Assault
201007130009,Armed Assault
201007130010,Armed Assault
201007130011,Armed Assault
201007130012,Armed Assault
201007130013,Armed Assault
201007130016,Bombing/Explosion
201007130017,Armed Assault
201007130017,Hostage Taking (Kidnapping)
201007130018,Bombing/Explosion
201007140001,Bombing/Explosion
201007140002,Armed Assault
201007140003,Bombing/Explosion
201007140005,Armed Assault
201007140007,Armed Assault
201007140007,Bombing/Explosion
201007140008,Bombing/Explosion
201007140008,Armed Assault
201007140009,Armed Assault
201007140009,Facility/Infrastructure Attack
201007140010,Hostage Taking (Kidnapping)
201007140010,Assassination
201007140012,Assassination
201007140013,Armed Assault
201007140014,Bombing/Explosion
201007140015,Bombing/Explosion
201007140018,Assassination
201007140020,Armed Assault
201007140021,Bombing/Explosion
201007140022,Bombing/Explosion
201007150001,Bombing/Explosion
201007150002,Assassination
201007150003,Bombing/Explosion
201007150004,Bombing/Explosion
201007150005,Bombing/Explosion
201007150006,Bombing/Explosion
201007150007,Bombing/Explosion
201007150008,Bombing/Explosion
201007150009,Armed Assault
201007150010,Armed Assault
201007150012,Hostage Taking (Kidnapping)
201007150013,Bombing/Explosion
201007150014,Bombing/Explosion
201007150016,Bombing/Explosion
201007150017,Bombing/Explosion
201007150018,Armed Assault
201007160001,Bombing/Explosion
201007160002,Hostage Taking (Kidnapping)
201007160003,Assassination
201007160004,Armed Assault
201007160005,Bombing/Explosion
201007160006,Bombing/Explosion
201007160007,Bombing/Explosion
201007160008,Bombing/Explosion
201007160010,Bombing/Explosion
201007160012,Bombing/Explosion
201007160013,Bombing/Explosion
201007160014,Armed Assault
201007170001,Bombing/Explosion
201007170002,Armed Assault
201007170003,Bombing/Explosion
201007170004,Armed Assault
201007170005,Bombing/Explosion
201007170006,Armed Assault
201007170007,Bombing/Explosion
201007170009,Armed Assault
201007170010,Assassination
201007170011,Bombing/Explosion
201007170012,Bombing/Explosion
201007170013,Bombing/Explosion
201007180001,Armed Assault
201007180002,Armed Assault
201007180003,Armed Assault
201007180004,Bombing/Explosion
201007180005,Bombing/Explosion
201007180006,Bombing/Explosion
201007180007,Bombing/Explosion
201007180008,Facility/Infrastructure Attack
201007180009,Bombing/Explosion
201007180009,Armed Assault
201007180010,Bombing/Explosion
201007180011,Assassination
201007180012,Bombing/Explosion
201007180013,Bombing/Explosion
201007180014,Bombing/Explosion
201007180015,Bombing/Explosion
201007180016,Hostage Taking (Kidnapping)
201007190001,Assassination
201007190004,Assassination
201007190005,Armed Assault
201007190006,Bombing/Explosion
201007190007,Armed Assault
201007190008,Assassination
201007190009,Bombing/Explosion
201007190011,Bombing/Explosion
201007190012,Bombing/Explosion
201007190013,Armed Assault
201007190013,Hostage Taking (Kidnapping)
201007190014,Facility/Infrastructure Attack
201007190015,Bombing/Explosion
201007200002,Bombing/Explosion
201007200003,Bombing/Explosion
201007200004,Armed Assault
201007200005,Armed Assault
201007200006,Hostage Taking (Kidnapping)
201007200007,Bombing/Explosion
201007200008,Assassination
201007200009,Bombing/Explosion
201007200010,Bombing/Explosion
201007200011,Bombing/Explosion
201007200012,Bombing/Explosion
201007200013,Bombing/Explosion
201007200014,Bombing/Explosion
201007200015,Armed Assault
201007210001,Bombing/Explosion
201007210002,Bombing/Explosion
201007210002,Armed Assault
201007210003,Armed Assault
201007210004,Bombing/Explosion
201007210005,Bombing/Explosion
201007210006,Bombing/Explosion
201007210007,Assassination
201007210008,Bombing/Explosion
201007210010,Bombing/Explosion
201007210011,Bombing/Explosion
201007210012,Bombing/Explosion
201007210013,Armed Assault
201007210013,Hostage Taking (Kidnapping)
201007210015,Armed Assault
201007220001,Armed Assault
201007220002,Armed Assault
201007220003,Armed Assault
201007220004,Armed Assault
201007220004,Hostage Taking (Kidnapping)
201007220005,Assassination
201007220006,Armed Assault
201007220007,Bombing/Explosion
201007220009,Bombing/Explosion
201007220011,Hostage Taking (Kidnapping)
201007220013,Hostage Taking (Kidnapping)
201007230001,Assassination
201007230003,Bombing/Explosion
201007230004,Bombing/Explosion
201007230006,Bombing/Explosion
201007230007,Hijacking
201007230008,Armed Assault
201007230009,Hostage Taking (Kidnapping)
201007230009,Armed Assault
201007230011,Assassination
201007230012,Bombing/Explosion
201007230013,Armed Assault
201007230013,Bombing/Explosion
201007230014,Bombing/Explosion
201007230015,Facility/Infrastructure Attack
201007230016,Armed Assault
201007240001,Armed Assault
201007240002,Bombing/Explosion
201007240004,Bombing/Explosion
201007240006,Hostage Taking (Kidnapping)
201007240006,Assassination
201007240007,Armed Assault
201007240008,Bombing/Explosion
201007240009,Hostage Taking (Kidnapping)
201007240009,Armed Assault
201007250001,Bombing/Explosion
201007250002,Bombing/Explosion
201007250003,Bombing/Explosion
201007250004,Bombing/Explosion
201007250005,Hostage Taking (Kidnapping)
201007250006,Armed Assault
201007250009,Bombing/Explosion
201007250009,Armed Assault
201007250010,Bombing/Explosion
201007250011,Bombing/Explosion
201007250011,Armed Assault
201007250012,Bombing/Explosion
201007250013,Bombing/Explosion
201007260001,Hostage Taking (Kidnapping)
201007260002,Bombing/Explosion
201007260003,Armed Assault
201007260005,Assassination
201007260006,Armed Assault
201007260007,Armed Assault
201007260012,Bombing/Explosion
201007260013,Bombing/Explosion
201007260014,Bombing/Explosion
201007260014,Armed Assault
201007260015,Hijacking
201007270001,Assassination
201007270002,Armed Assault
201007270003,Bombing/Explosion
201007270004,Bombing/Explosion
201007270005,Hostage Taking (Kidnapping)
201007270008,Bombing/Explosion
201007270009,Bombing/Explosion
201007270011,Bombing/Explosion
201007270012,Assassination
201007270013,Facility/Infrastructure Attack
201007280001,Armed Assault
201007280002,Armed Assault
201007280003,Assassination
201007280004,Bombing/Explosion
201007280005,Assassination
201007280006,Bombing/Explosion
201007280007,Bombing/Explosion
201007280008,Armed Assault
201007280009,Bombing/Explosion
201007290001,Bombing/Explosion
201007290002,Hijacking
201007290003,Armed Assault
201007290004,Assassination
201007290005,Bombing/Explosion
201007290006,Bombing/Explosion
201007290007,Bombing/Explosion
201007290008,Facility/Infrastructure Attack
201007290009,Armed Assault
201007290011,Bombing/Explosion
201007290012,Facility/Infrastructure Attack
201007290013,Armed Assault
201007300001,Bombing/Explosion
201007300002,Armed Assault
201007300003,Armed Assault
201007300003,Hostage Taking (Kidnapping)
201007300005,Bombing/Explosion
201007300007,Bombing/Explosion
201007300008,Bombing/Explosion
201007300009,Bombing/Explosion
201007300010,Bombing/Explosion
201007310001,Hostage Taking (Kidnapping)
201007310002,Bombing/Explosion
201007310004,Bombing/Explosion
201007310005,Armed Assault
201007310009,Armed Assault
201007310010,Armed Assault
201007310011,Armed Assault
201007310012,Facility/Infrastructure Attack
201008010001,Bombing/Explosion
201008010002,Bombing/Explosion
201008010003,Armed Assault
201008010004,Bombing/Explosion
201008010007,Bombing/Explosion
201008010008,Hostage Taking (Kidnapping)
201008020001,Armed Assault
201008020002,Bombing/Explosion
201008020003,Assassination
201008020005,Armed Assault
201008020006,Assassination
201008020007,Armed Assault
201008020008,Bombing/Explosion
201008020009,Bombing/Explosion
201008020010,Armed Assault
201008020011,Hostage Taking (Kidnapping)
201008020011,Armed Assault
201008020012,Bombing/Explosion
201008020013,Bombing/Explosion
201008020015,Armed Assault
201008030001,Bombing/Explosion
201008030002,Bombing/Explosion
201008030003,Bombing/Explosion
201008030004,Bombing/Explosion
201008030005,Bombing/Explosion
201008030006,Bombing/Explosion
201008030007,Bombing/Explosion
201008030008,Hostage Taking (Kidnapping)
201008030008,Hijacking
201008030008,Bombing/Explosion
201008030009,Bombing/Explosion
201008030011,Bombing/Explosion
201008030012,Bombing/Explosion
201008030013,Bombing/Explosion
201008040003,Assassination
201008040004,Armed Assault
201008040004,Hostage Taking (Kidnapping)
201008040005,Bombing/Explosion
201008040006,Armed Assault
201008040006,Hostage Taking (Kidnapping)
201008040007,Armed Assault
201008040008,Facility/Infrastructure Attack
201008040010,Armed Assault
201008040011,Assassination
201008040012,Bombing/Explosion
201008040013,Bombing/Explosion
201008040014,Bombing/Explosion
201008050001,Bombing/Explosion
201008050002,Armed Assault
201008050003,Armed Assault
201008050004,Armed Assault
201008050005,Bombing/Explosion
201008050006,Bombing/Explosion
201008050007,Bombing/Explosion
201008050008,Assassination
201008050009,Assassination
201008050010,Bombing/Explosion
201008050011,Bombing/Explosion
201008050012,Bombing/Explosion
201008050013,Bombing/Explosion
201008050014,Armed Assault
201008050016,Armed Assault
201008050016,Hostage Taking (Kidnapping)
201008050016,Bombing/Explosion
201008050017,Armed Assault
201008050018,Bombing/Explosion
201008050019,Bombing/Explosion
201008050020,Armed Assault
201008060001,Bombing/Explosion
201008060001,Armed Assault
201008060002,Armed Assault
201008060003,Armed Assault
201008060004,Bombing/Explosion
201008060005,Assassination
201008060006,Armed Assault
201008060007,Bombing/Explosion
201008070002,Assassination
201008070003,Bombing/Explosion
201008070004,Bombing/Explosion
201008070006,Bombing/Explosion
201008070007,Bombing/Explosion
201008070008,Bombing/Explosion
201008070009,Armed Assault
201008070010,Bombing/Explosion
201008070011,Bombing/Explosion
201008070012,Bombing/Explosion
201008070014,Bombing/Explosion
201008070015,Armed Assault
201008070017,Bombing/Explosion
201008070018,Bombing/Explosion
201008070019,Armed Assault
201008070021,Bombing/Explosion
201008070022,Armed Assault
201008080001,Armed Assault
201008080002,Assassination
201008080003,Bombing/Explosion
201008080004,Hostage Taking (Kidnapping)
201008080005,Hostage Taking (Kidnapping)
201008080007,Hostage Taking (Kidnapping)
201008080008,Bombing/Explosion
201008080010,Assassination
201008080011,Bombing/Explosion
201008080012,Facility/Infrastructure Attack
201008080013,Facility/Infrastructure Attack
201008080014,Facility/Infrastructure Attack
201008080015,Facility/Infrastructure Attack
201008080016,Bombing/Explosion
201008080017,Bombing/Explosion
201008080018,Armed Assault
201008080019,Bombing/Explosion
201008080020,Bombing/Explosion
201008080021,Bombing/Explosion
